date_time,deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_carbon_monoxide,target_benzene,target_nitrogen_oxides,year,month,day,apply_step3
2010-03-15 23:00:00,16.2,60.2,1.058,1062.1,843.5,967.7,1624.4,1187.3,1.3,7.0,85.4,2010,3,15,1368813.32238806
2010-03-16 00:00:00,14.7,63.7,1.0494,1369.2,988.4,792.4,1782.9,1297.4,2.2,11.8,130.8,2010,3,16,1760850.28238806
2010-03-16 01:00:00,15.1,58.2,1.0148,1041.8,752.6,1130.9,1527.5,1071.2,1.2,5.3,75.0,2010,3,16,1148228.4223880598
2010-03-16 02:00:00,14.4,55.1,0.9879,977.7,678.4,1254.0,1441.4,832.3,0.8,2.7,41.7,2010,3,16,976477.6823880597
2010-03-16 03:00:00,12.6,62.1,0.9636,984.7,608.0,1444.8,1432.2,809.5,0.7,2.4,47.8,2010,3,16,869409.5223880596
2010-03-16 04:00:00,12.5,68.2,0.945,931.6,638.5,1329.2,1414.2,882.0,0.7,2.7,60.8,2010,3,16,901598.6223880597
2010-03-16 05:00:00,13.2,67.0,0.9283,937.0,561.6,1482.6,1401.9,800.9,0.6,2.0,39.9,2010,3,16,785938.9623880597
2010-03-16 06:00:00,11.9,65.8,0.9081,945.8,653.8,1270.9,1460.5,887.4,0.9,3.5,77.1,2010,3,16,953506.8223880596
2010-03-16 07:00:00,10.7,67.2,0.8705,1171.0,777.7,1162.0,1408.3,976.5,1.4,5.2,100.0,2010,3,16,1093866.8323880597
2010-03-16 08:00:00,12.4,66.2,0.8719,1463.9,1244.2,762.3,1907.9,1477.4,3.2,15.4,249.8,2010,3,16,2372441.1023880597
2010-03-16 09:00:00,14.1,58.6,0.8743,1462.0,1235.5,677.1,2116.6,1537.1,3.6,19.3,240.4,2010,3,16,2613691.2223880594
2010-03-17 02:00:00,14.7,54.5,0.891,968.1,706.9,1227.4,1396.8,952.3,0.9,4.0,70.0,2010,3,17,986029.8423880596
2010-03-17 03:00:00,12.2,60.2,0.8666,989.0,587.5,1279.1,1265.4,866.3,0.7,2.4,49.1,2010,3,17,751471.25
2010-03-17 04:00:00,13.5,57.9,0.8447,900.7,605.8,1451.8,1290.0,791.8,0.6,2.0,52.4,2010,3,17,879500.44
2010-03-17 05:00:00,12.5,59.7,0.8026,903.8,576.2,1460.0,1268.0,693.7,0.5,1.6,26.3,2010,3,17,841252.0000000001
2010-03-17 06:00:00,12.4,54.5,0.7978,873.2,547.2,1360.3,1250.3,703.7,0.5,2.0,48.3,2010,3,17,744356.16
2010-03-17 07:00:00,10.4,61.3,0.7956,1161.3,878.0,1038.0,1447.1,1104.6,1.6,7.1,161.6,2010,3,17,1269185.7223880596
2010-03-17 08:00:00,11.1,58.4,0.7958,1539.4,1374.0,673.9,1859.1,1534.0,4.3,22.5,326.4,2010,3,17,2553035.3223880595
2010-03-17 09:00:00,13.3,51.5,0.802,1963.1,1746.9,580.6,2408.2,1911.7,6.1,34.9,373.2,2010,3,17,4205516.50238806
2010-03-18 00:00:00,13.9,51.2,0.9024,1384.7,1018.0,811.9,1635.6,1473.4,2.3,13.0,157.1,2010,3,18,1663672.7223880596
2010-03-18 01:00:00,13.3,56.0,0.8975,1137.8,876.9,984.9,1562.1,1178.0,1.4,8.1,90.2,2010,3,18,1368437.4123880598
2010-03-18 02:00:00,14.9,51.6,0.8686,1085.3,834.2,1120.4,1435.1,1159.6,1.0,5.6,57.3,2010,3,18,1195792.3423880597
2010-03-18 03:00:00,13.3,52.8,0.8501,1008.8,687.0,1124.2,1391.5,1007.8,0.7,3.5,100.6,2010,3,18,954592.4223880597
2010-03-18 04:00:00,11.7,60.7,0.8442,973.1,638.6,1234.8,1307.3,962.0,0.8,2.7,60.6,2010,3,18,788543.28
2010-03-18 05:00:00,12.0,61.3,0.8233,921.7,591.8,1305.9,1215.5,836.3,0.6,2.5,37.4,2010,3,18,772831.62
2010-03-18 06:00:00,10.6,64.6,0.8113,928.6,604.5,1301.0,1319.7,848.4,0.7,3.0,70.0,2010,3,18,786454.5
2010-03-18 07:00:00,10.9,61.4,0.8067,1107.7,823.0,1055.2,1457.9,1075.0,1.6,8.1,132.0,2010,3,18,1198483.62238806
2010-03-18 08:00:00,11.7,63.6,0.8117,1626.6,1425.5,627.0,2177.8,1658.3,4.5,22.8,359.3,2010,3,18,3103085.82238806
2010-03-18 09:00:00,15.2,50.6,0.8186,1798.6,1614.7,546.4,2319.9,1969.0,6.8,37.2,421.0,2010,3,18,3744574.45238806
2010-03-18 21:00:00,15.8,50.8,0.8768,1387.1,1132.2,854.7,1610.8,1348.4,3.2,13.4,170.9,2010,3,18,1822379.6823880598
2010-03-18 22:00:00,15.4,53.8,0.9456,1373.0,1028.6,911.6,1556.2,1158.2,2.2,10.8,127.7,2010,3,18,1599339.2423880596
2010-03-18 23:00:00,13.4,64.2,0.9606,1173.7,938.3,929.0,1622.2,1019.5,1.8,8.6,88.4,2010,3,18,1520742.1823880598
2010-03-19 00:00:00,11.4,73.9,0.9735,1287.0,926.6,881.3,1541.8,1102.4,2.0,9.2,133.6,2010,3,19,1427263.8023880597
2010-03-19 01:00:00,11.2,67.5,0.9915,1088.6,798.0,980.2,1426.0,907.8,1.7,6.3,106.1,2010,3,19,1136579.9223880598
2010-03-19 02:00:00,12.8,69.3,1.0029,929.1,681.1,1253.6,1421.4,594.0,0.9,3.4,49.9,2010,3,19,966747.4623880597
2010-03-19 03:00:00,13.1,70.2,0.9768,893.7,640.7,1312.9,1379.1,442.9,0.7,2.6,47.0,2010,3,19,882221.2923880597
2010-03-19 04:00:00,12.8,70.4,0.9665,943.3,591.8,1368.0,1267.2,385.1,0.6,1.8,19.4,2010,3,19,809582.3999999999
2010-03-19 05:00:00,11.6,64.1,0.962,867.4,525.0,1684.8,1260.0,362.6,0.5,1.2,17.1,2010,3,19,884520.0
2010-03-19 06:00:00,12.5,68.3,0.9487,910.9,643.4,1441.6,1231.3,446.8,0.7,2.3,59.4,2010,3,19,927525.44
2010-03-19 07:00:00,13.1,67.5,0.9332,1146.5,794.3,1022.4,1523.6,689.9,1.5,6.6,118.4,2010,3,19,1208827.4023880595
2010-03-19 08:00:00,13.3,62.8,0.9209,1792.2,1385.7,704.6,2229.8,1564.6,4.6,22.8,323.2,2010,3,19,3088465.78238806
2010-03-19 09:00:00,12.9,54.7,0.912,1837.2,1661.1,563.5,2357.8,1613.0,6.6,29.1,360.6,2010,3,19,3915173.5023880596
2010-03-19 10:00:00,14.7,53.7,0.9032,1398.5,1249.5,736.1,1920.6,1370.0,4.2,18.0,250.5,2010,3,19,2398421.6223880593
2010-03-19 11:00:00,14.1,56.6,0.8917,1334.4,1214.8,797.0,1897.8,1242.6,3.2,15.3,209.3,2010,3,19,2304079.3623880595
2010-03-19 16:00:00,16.6,50.7,0.9094,1417.0,1190.4,729.2,2033.2,1350.4,3.9,20.2,244.0,2010,3,19,2418953.20238806
2010-03-19 20:00:00,14.9,50.4,0.8956,1540.4,1201.6,670.1,1864.3,1352.7,3.9,19.8,216.3,2010,3,19,2238774.8023880594
2010-03-19 21:00:00,14.7,51.0,0.9117,1463.6,1262.1,755.5,1946.7,1457.6,4.0,16.2,244.0,2010,3,19,2455561.9923880594
2010-03-19 22:00:00,14.8,59.3,0.9573,1186.8,945.0,904.0,1684.2,1016.1,2.3,9.3,134.4,2010,3,19,1590200.9223880598
2010-03-19 23:00:00,13.8,60.0,0.938,1142.1,848.2,881.6,1531.5,1022.8,2.1,7.9,120.6,2010,3,19,1297650.2223880598
2010-03-20 00:00:00,13.7,54.4,0.9085,1127.0,761.9,1106.6,1490.4,811.9,1.8,6.0,108.2,2010,3,20,1134167.6823880598
2010-03-20 01:00:00,14.7,57.6,0.8842,1046.4,765.3,1127.1,1514.7,738.2,1.6,4.9,86.9,2010,3,20,1157831.8323880597
2010-03-20 02:00:00,13.2,55.0,0.8765,1006.8,753.9,1241.1,1451.1,669.5,1.2,3.8,77.0,2010,3,20,1092616.2123880596
2010-03-20 03:00:00,14.1,54.0,0.8666,1046.9,717.6,1201.9,1318.2,602.8,1.3,3.5,77.3,2010,3,20,862483.4400000001
2010-03-20 04:00:00,13.0,53.0,0.8574,935.6,613.7,1347.2,1385.3,489.8,0.8,2.7,40.9,2010,3,20,848790.5323880597
2010-03-20 05:00:00,12.8,57.3,0.856,908.2,680.8,1197.0,1269.9,492.1,0.8,3.1,41.6,2010,3,20,814917.6
2010-03-20 06:00:00,13.1,62.0,0.9129,1004.6,653.1,1369.7,1422.5,553.9,0.8,2.4,59.2,2010,3,20,927666.6723880597
2010-03-20 07:00:00,13.6,60.7,0.896,1106.6,764.4,1230.7,1475.6,791.5,1.2,4.5,119.6,2010,3,20,1126580.5623880597
2010-03-20 08:00:00,14.4,59.7,0.9083,1235.0,963.0,911.0,1623.0,1145.0,2.1,9.3,158.1,2010,3,20,1561580.9223880598
2010-03-20 10:00:00,15.0,51.3,0.8881,1368.0,1068.0,807.0,1781.6,1408.0,2.5,12.2,157.7,2010,3,20,1901380.7223880596
2010-03-20 11:00:00,15.7,51.6,0.9046,1400.3,1114.0,768.0,1679.6,1448.2,2.9,13.0,181.4,2010,3,20,1869706.3223880597
2010-03-20 19:00:00,17.6,52.1,1.0159,1714.6,1127.1,697.3,1899.8,1445.3,3.6,15.4,227.9,2010,3,20,2139896.502388059
2010-03-20 22:00:00,16.0,53.7,1.0132,1296.5,904.9,915.8,1729.1,1181.2,2.3,9.5,138.2,2010,3,20,1563294.5123880596
2010-03-20 23:00:00,16.9,54.8,1.0356,1282.8,908.9,841.6,1621.8,1056.7,2.0,8.6,128.1,2010,3,20,1472685.9423880598
2010-03-21 00:00:00,16.3,59.8,1.0396,1412.3,989.0,860.0,1662.6,1165.9,2.8,11.2,178.5,2010,3,21,1642943.3223880597
2010-03-21 01:00:00,16.0,57.9,1.0398,1235.0,898.2,884.5,1592.8,1001.3,2.2,7.6,126.4,2010,3,21,1429284.8823880597
2010-03-21 02:00:00,15.0,58.9,0.9951,1130.8,781.8,963.8,1556.5,912.0,1.6,6.2,87.2,2010,3,21,1215503.6223880597
2010-03-21 03:00:00,14.6,60.2,0.9941,1147.2,802.6,1046.2,1538.5,849.6,1.6,6.3,90.5,2010,3,21,1233432.0223880599
2010-03-21 04:00:00,16.0,59.5,1.0021,1105.8,850.1,1070.2,1631.3,760.7,1.4,5.5,83.3,2010,3,21,1385400.0523880597
2010-03-21 05:00:00,14.9,58.2,1.0196,1093.9,753.7,1158.7,1504.8,693.0,1.1,4.0,57.2,2010,3,21,1132799.6823880598
2010-03-21 06:00:00,15.1,63.0,1.0316,937.5,558.4,1300.0,1292.7,585.8,0.7,2.0,23.5,2010,3,21,725920.0
2010-03-21 07:00:00,14.1,65.5,1.063,1065.0,714.5,1154.4,1477.1,823.2,0.8,3.8,72.7,2010,3,21,1054019.8723880597
2010-03-21 08:00:00,14.5,62.0,1.0704,1201.2,719.3,1051.4,1436.3,1014.3,1.2,4.5,129.3,2010,3,21,1031762.5123880595
2010-03-21 09:00:00,15.9,60.9,1.073,1171.2,735.1,1025.9,1513.2,1024.3,1.5,5.6,104.3,2010,3,21,1110985.2423880599
2010-03-21 10:00:00,15.6,62.0,1.0868,1236.0,810.3,895.7,1649.3,1069.4,1.6,6.6,126.7,2010,3,21,1335059.7123880596
2010-03-21 11:00:00,18.7,50.1,1.07,1202.3,913.5,847.2,1711.8,990.0,1.7,6.8,104.9,2010,3,21,1562361.2223880598
2010-03-21 19:00:00,17.8,50.5,0.9689,1561.0,1135.3,864.2,1848.6,1096.1,3.5,12.6,185.0,2010,3,21,2097347.502388059
2010-03-21 21:00:00,17.1,52.0,0.9688,1316.0,1013.0,847.7,1706.5,1310.2,2.9,9.6,184.2,2010,3,21,1727316.4223880598
2010-03-21 22:00:00,17.5,54.3,0.9914,1171.1,880.0,923.7,1578.1,1141.9,1.8,7.8,118.3,2010,3,21,1387359.9223880598
2010-03-21 23:00:00,15.4,56.2,1.0198,1150.4,905.0,910.8,1689.0,1002.0,1.8,7.3,118.7,2010,3,21,1527176.9223880598
2010-03-22 00:00:00,15.0,62.4,1.0919,1207.4,815.0,1014.9,1661.1,945.4,1.7,5.8,86.5,2010,3,22,1352428.4223880598
2010-03-22 01:00:00,15.8,59.3,1.0805,1149.8,797.7,1092.0,1500.6,801.6,1.4,5.0,78.4,2010,3,22,1195660.54238806
2010-03-22 02:00:00,16.5,56.4,1.0491,888.0,551.7,1402.8,1409.2,462.6,0.6,1.8,22.5,2010,3,22,776087.5623880598
2010-03-22 03:00:00,17.7,56.1,1.0309,833.6,496.1,1921.8,1286.7,394.0,0.4,0.7,16.6,2010,3,22,953404.98
2010-03-22 04:00:00,15.1,53.1,1.0153,802.8,452.1,1756.0,1212.7,380.2,0.4,0.8,17.5,2010,3,22,793887.6000000001
2010-03-22 05:00:00,16.3,53.9,1.0049,811.2,462.6,1678.8,1329.1,370.4,0.3,0.7,15.9,2010,3,22,776612.88
2010-03-22 06:00:00,15.6,50.2,0.9979,942.0,545.0,1568.8,1373.0,457.9,0.6,2.0,43.5,2010,3,22,746916.9223880597
2010-03-22 07:00:00,14.6,55.9,1.0195,1122.7,721.9,1093.4,1538.0,678.0,1.2,4.8,80.0,2010,3,22,1108914.1223880597
2010-03-22 08:00:00,16.1,50.5,0.9571,1559.4,1193.1,746.6,2016.0,1176.9,3.5,17.5,210.2,2010,3,22,2403921.522388059
2010-03-23 00:00:00,13.0,51.4,0.8071,991.8,728.0,1240.1,1345.4,764.4,0.9,4.0,56.2,2010,3,23,978083.1223880597
2010-03-23 01:00:00,13.4,53.9,0.8163,969.0,642.4,1347.3,1256.6,636.1,0.8,2.7,43.7,2010,3,23,865505.5199999999
2010-03-23 02:00:00,12.1,57.9,0.8444,912.8,583.7,1362.9,1303.4,692.6,0.7,2.4,53.0,2010,3,23,795524.7300000001
2010-03-23 03:00:00,11.1,74.2,0.9215,856.3,527.2,1582.9,1220.8,433.2,0.5,1.1,28.0,2010,3,23,834504.8800000001
2010-03-23 04:00:00,10.0,77.6,0.9483,812.2,473.2,1718.0,1324.0,401.0,0.4,0.8,20.2,2010,3,23,812957.6
2010-03-23 05:00:00,8.4,79.7,0.9147,792.3,426.9,2003.4,1284.7,339.3,0.3,0.6,12.5,2010,3,23,855251.46
2010-03-23 06:00:00,9.5,71.6,0.9004,872.6,538.6,1526.6,1312.7,418.0,0.5,1.8,30.7,2010,3,23,822226.76
2010-03-23 07:00:00,9.5,69.8,0.9093,1071.6,722.6,1154.4,1429.0,640.6,1.1,4.7,96.8,2010,3,23,1031227.3223880597
2010-03-23 08:00:00,10.2,72.7,0.9117,1527.5,1169.0,842.5,1883.9,1132.6,3.0,14.3,212.8,2010,3,23,2200911.0223880596
2010-03-23 09:00:00,11.3,71.8,0.9232,1408.1,1325.0,704.5,1969.3,1275.8,3.5,21.4,256.2,2010,3,23,2607954.4223880596
2010-03-23 10:00:00,11.3,60.4,0.8803,1262.4,1244.2,722.0,1801.3,1284.8,3.5,15.1,232.3,2010,3,23,2239809.3823880595
2010-03-23 11:00:00,11.9,55.8,0.821,1347.2,1166.0,815.8,1758.1,1310.2,2.9,16.0,204.6,2010,3,23,2048576.5223880596
2010-03-23 12:00:00,13.2,52.6,0.8234,1172.7,1129.9,795.2,1815.8,1204.4,2.6,12.9,211.1,2010,3,23,2050304.34238806
2010-03-23 13:00:00,13.2,55.0,0.8351,1244.5,1219.1,739.2,1920.9,1340.0,3.4,16.1,210.1,2010,3,23,2340401.1123880595
2010-03-23 15:00:00,14.9,50.3,0.7971,1056.4,940.8,859.3,1589.0,846.0,2.0,10.1,133.6,2010,3,23,1493563.1223880597
